id,customer_id,order_date,sku_id,price,qty_ordered,before_discount,discount_amount,after_discount,is_gross,is_valid,is_net,payment_id,payment_method,sku_name,base_price,cogs,category,registered_date
ODR2581164631e,C360501L,2022-07-23,P975815,493000,1,493000,0,493000,1,1,0,1,cod,ALK_FC-15-17-A131140056,493000,330310,Women Fashion,2022-07-10
ODR8823486451z,C420873L,2022-11-06,P874325,493000,1,493000,0,493000,1,1,0,4,Payaxis,ALK_FC-07-17-A131140048,493000,359890,Women Fashion,2022-06-22
ODR3370854968x,C554024L,2022-04-06,P209243,492420,1,492420,0,492420,1,0,0,1,cod,GA_FE-42-141217,492420,364356,Women Fashion,2022-05-09
ODR2647013955g,C317777L,2021-01-12,P356064,490680,1,490680,0,490680,1,1,1,1,cod,HP_Officejet ENVY 5530 Wireless (3-in-1),490680,299280,Computing,2021-12-06
ODR9011638978r,C860360L,2021-11-30,P356064,490680,1,490680,0,490680,1,1,0,1,cod,HP_Officejet ENVY 5530 Wireless (3-in-1),490680,299280,Computing,2021-09-09
ODR2108929009c,C866250L,2022-12-03,P318881,490100,1,490100,0,490100,1,0,0,4,Payaxis,SNU_IM17C08,490100,347942,Women Fashion,2022-03-27
ODR6337314984t,C308277L,2022-03-07,P730475,488418,1,488418,0,488418,1,0,0,4,Payaxis,RM_Panasonic-SC-HT31,488418,434652,Entertainment,2022-07-26
ODR3837561516n,C840399L,2021-02-07,P664665,488360,1,488360,0,488360,1,1,0,1,cod,Dawlance_MD 10 + DWB 600,488360,410176,Others,2021-07-02
ODR7306539029z,C404192L,2021-05-08,P664665,488360,1,488360,0,488360,1,1,0,1,cod,Dawlance_MD 10 + DWB 600,488360,410176,Others,2021-07-06
ODR7946088554o,C646010L,2021-06-08,P664665,488360,1,488360,0,488360,1,1,1,12,internetbanking,Dawlance_MD 10 + DWB 600,488360,410176,Others,2021-08-06
ODR3344822955n,C543327L,2021-07-13,P664665,488360,1,488360,0,488360,1,1,0,1,cod,Dawlance_MD 10 + DWB 600,488360,410176,Others,2021-07-13
ODR6323139897g,C352487L,2021-07-14,P664665,488360,1,488360,0,488360,1,1,0,1,cod,Dawlance_MD 10 + DWB 600,488360,410176,Others,2021-07-24
ODR1538033065h,C694973L,2021-07-16,P664665,488360,1,488360,0,488360,1,1,0,1,cod,Dawlance_MD 10 + DWB 600,488360,410176,Others,2021-07-05
ODR5557404873t,C243200L,2021-07-21,P664665,488360,1,488360,0,488360,1,1,0,1,cod,Dawlance_MD 10 + DWB 600,488360,410176,Others,2021-07-21
ODR3504440657i,C375595L,2021-07-22,P664665,488360,1,488360,0,488360,1,1,1,1,cod,Dawlance_MD 10 + DWB 600,488360,410176,Others,2021-07-15
ODR6475829019i,C848613L,2021-07-25,P664665,488360,1,488360,0,488360,1,1,0,1,cod,Dawlance_MD 10 + DWB 600,488360,410176,Others,2021-07-07
ODR4239223130m,C485693L,2021-07-30,P664665,488360,1,488360,0,488360,1,1,0,1,cod,Dawlance_MD 10 + DWB 600,488360,410176,Others,2021-07-02
ODR9334581106k,C485693L,2021-09-08,P664665,488360,1,488360,0,488360,1,1,0,1,cod,Dawlance_MD 10 + DWB 600,488360,410176,Others,2021-07-02
ODR6841041526t,C888201L,2021-10-07,P664665,488360,1,488360,0,488360,1,1,1,8,ublcreditcard,Dawlance_MD 10 + DWB 600,488360,410176,Others,2021-07-06
ODR9540839183u,C182986L,2021-11-07,P664665,488360,1,488360,0,488360,1,1,0,1,cod,Dawlance_MD 10 + DWB 600,488360,410176,Others,2021-07-04
ODR7032455114h,C897819L,2021-11-08,P664665,488360,1,488360,0,488360,1,1,0,1,cod,Dawlance_MD 10 + DWB 600,488360,410176,Others,2021-08-06
ODR3003350064m,C485693L,2021-12-08,P664665,488360,1,488360,0,488360,1,1,0,1,cod,Dawlance_MD 10 + DWB 600,488360,410176,Others,2021-07-02
ODR4233390777h,C826722L,2022-02-20,P456314,243600,2,487200,0,487200,1,1,0,1,cod,coleman_Red Adult Chair Quad with Cooler,243600,153468,Home & Living,2022-02-22
ODR8703520092h,C735448L,2022-09-06,P981044,487200,1,487200,0,487200,1,1,0,1,cod,lm_FORBES MONTHLY-Subscription,487200,389760,Others,2022-06-06
ODR8573259278i,C649688L,2021-12-28,P781618,242440,2,484880,0,484880,1,1,0,1,cod,Relaxsit_RS-67,242440,208452,Home & Living,2021-11-26
ODR5683014084m,C404192L,2021-03-11,P922879,481400,1,481400,0,481400,1,1,1,1,cod,HOS_RLRW100,481400,414004,Beauty & Grooming,2021-07-06
ODR7814006620h,C189009L,2021-11-07,P922879,481400,1,481400,0,481400,1,1,1,1,cod,HOS_RLRW100,481400,414004,Beauty & Grooming,2021-07-02
ODR9200907433b,C267397L,2021-10-17,P530415,96280,5,481400,0,481400,1,0,0,4,Payaxis,PNG_Pampers_10004047-Lahore,58,0,Superstore,2021-10-08
ODR4926660158t,C533914L,2022-04-08,P794286,480878,1,480878,0,480878,1,1,1,4,Payaxis,GA_PM-202-137349,635100,425488,Women Fashion,2022-08-07
ODR8005194571n,C773779L,2022-08-08,P285804,480878,1,480878,0,480878,1,1,1,4,Payaxis,GA_PM-201-137348,635100,400084,Women Fashion,2022-08-02
ODR8749135605l,C844341L,2021-08-19,P757616,480530,1,480530,0,480530,1,1,1,1,cod,orient_OM-30ARW,480530,341156,Appliances,2021-08-04
ODR1287222568a,C266096L,2021-09-30,P270878,119828,4,479312,0,479312,1,1,1,1,cod,Paramount_9781910561324,119828,77836,Books,2021-09-09
ODR3098753685y,C875936L,2022-03-01,P864196,478500,1,478500,0,478500,1,1,0,4,Payaxis,american_tourister Rome UR  66Black,478500,330136,Men Fashion,2021-10-07
ODR2165093093q,C551324L,2022-01-16,P252423,473280,1,473280,0,473280,1,1,1,4,Payaxis,Z&A_ZEES-0097,473280,317086,Beauty & Grooming,2021-12-08
ODR5725024387f,C404192L,2022-01-24,P225262,14790,32,473280,0,473280,1,1,0,1,cod,un_Green Tea Bundle_GT,14790,12992,Superstore,2021-07-06
ODR6421342795b,C673184L,2021-10-09,P440872,472700,1,472700,0,472700,1,0,0,1,cod,LC_3595471021182,472700,321436,Beauty & Grooming,2021-07-01
ODR6783374346i,C589059L,2022-05-16,P596142,469800,1,469800,0,469800,1,0,0,7,Easypay,HOS_JPGCW100,469800,413424,Beauty & Grooming,2022-05-06
ODR3919949843b,C536052L,2022-03-17,P844813,469800,1,469800,0,469800,1,1,0,1,cod,TBG_AV-B-07-Golden,469800,300672,Women Fashion,2022-03-19
ODR8387380972k,C865251L,2021-09-18,P759170,156136,3,468408,0,468408,1,1,1,12,internetbanking,moshi_99MO023126,156136,107706,Computing,2021-08-09
ODR5987883066z,C314803L,2022-07-07,P563852,468408,1,468408,0,468408,1,1,1,1,cod,GA_PM-137-136187,468408,327874,Women Fashion,2021-11-01
ODR2195752620f,C319814L,2022-07-20,P176270,468408,1,468408,0,468408,1,0,0,1,cod,GA_PM-162-136199,351306,231826,Women Fashion,2022-07-07
ODR3654668110b,C319814L,2022-07-21,P176270,468408,1,468408,0,468408,1,1,0,1,cod,GA_PM-162-136199,351306,231826,Women Fashion,2022-07-07
ODR1696944752g,C314803L,2022-08-07,P563852,468408,1,468408,0,468408,1,0,0,1,cod,GA_PM-137-136187,468408,327874,Women Fashion,2021-11-01
ODR9620902318t,C702933L,2021-12-12,P377260,466784,1,466784,0,466784,1,0,0,4,Payaxis,mm_AG-2098,466784,359368,Appliances,2021-12-13
ODR4406844955y,C467150L,2021-09-08,P198356,232000,2,464000,0,464000,1,1,1,1,cod,Bparcel_85W-SAFE2,232000,155440,Computing,2021-08-25
ODR8071475054m,C385693L,2021-09-17,P990495,232000,2,464000,0,464000,1,0,0,12,internetbanking,fitn_834266001606,232000,204160,Health & Sports,2021-09-02
ODR7626349958s,C811261L,2021-08-15,P720293,464000,1,464000,0,464000,1,1,1,1,cod,MHS_Pleat Boarder -Bed Sheet - [Size] King,464000,338720,Home & Living,2021-08-26
ODR8736076356q,C628245L,2022-01-05,P727256,464000,1,464000,0,464000,1,1,1,1,cod,GA_PM-155-136193,464000,385120,Women Fashion,2022-04-12
ODR3569455102r,C919468L,2022-02-23,P279357,464000,1,464000,0,464000,1,1,1,1,cod,GA_PM-173-136208,464000,283040,Women Fashion,2022-02-23
ODR6772792747q,C958287L,2022-02-25,P713234,464000,1,464000,0,464000,1,1,0,1,cod,GA_PM-152-136192,464000,343360,Women Fashion,2021-07-15
ODR7804255702q,C617345L,2022-02-27,P279357,464000,1,464000,0,464000,1,1,1,1,cod,GA_PM-173-136208,464000,283040,Women Fashion,2022-02-01
ODR6225739642y,C607972L,2022-03-04,P713234,464000,1,464000,0,464000,1,1,1,1,cod,GA_PM-152-136192,464000,343360,Women Fashion,2022-02-27
ODR5459592313i,C978527L,2022-03-07,P401585,464000,1,464000,0,464000,1,1,1,4,Payaxis,GA_PM-161-136198,464000,287680,Women Fashion,2022-01-03
ODR1942538488m,C869172L,2022-03-18,P229579,464000,1,464000,0,464000,1,1,1,1,cod,GA_PM-168-136203,464000,361920,Women Fashion,2022-01-20
ODR5694840484c,C749538L,2022-03-24,P401585,464000,1,464000,0,464000,1,1,1,1,cod,GA_PM-161-136198,464000,287680,Women Fashion,2022-03-13
ODR6629635076p,C742231L,2022-04-03,P279357,464000,1,464000,0,464000,1,0,0,1,cod,GA_PM-173-136208,464000,283040,Women Fashion,2022-03-08
ODR7547904222y,C502254L,2022-04-14,P208328,464000,1,464000,0,464000,1,0,0,7,Easypay,GA_PM-171-136206,464000,399040,Women Fashion,2022-03-12
ODR5864566323o,C860548L,2022-04-24,P713234,464000,1,464000,0,464000,1,1,1,1,cod,GA_PM-152-136192,464000,343360,Women Fashion,2022-04-27
ODR7929625105o,C836809L,2022-04-28,P537345,464000,1,464000,0,464000,1,1,1,1,cod,GA_PM-170-136205,464000,408320,Women Fashion,2022-04-27
ODR8318602493w,C688872L,2022-05-01,P114375,232000,2,464000,0,464000,1,0,0,4,Payaxis,AKL_A01136177-AW-18-Purple,232000,153120,Women Fashion,2021-09-07
ODR2032898188w,C370534L,2022-05-14,P713234,464000,1,464000,0,464000,1,1,1,1,cod,GA_PM-152-136192,464000,343360,Women Fashion,2022-05-22
ODR6583055195m,C890325L,2022-05-18,P663928,464000,1,464000,0,464000,1,0,0,7,Easypay,GA_PM-172-136207,464000,417600,Women Fashion,2022-05-02
ODR5562991131y,C460610L,2022-05-26,P229579,464000,1,464000,0,464000,1,0,0,4,Payaxis,GA_PM-168-136203,464000,361920,Women Fashion,2022-05-16
ODR9278022818o,C536378L,2022-08-04,P563852,464000,1,464000,0,464000,1,1,1,1,cod,GA_PM-137-136187,468408,327874,Women Fashion,2022-04-25
ODR1298921605b,C670896L,2022-09-03,P602715,464000,1,464000,0,464000,1,1,1,1,cod,GA_PM-157-136194,464000,320160,Women Fashion,2022-03-12
ODR1240810411q,C373791L,2022-09-04,P713234,464000,1,464000,0,464000,1,1,1,1,cod,GA_PM-152-136192,464000,343360,Women Fashion,2022-04-22
ODR2204441816k,C735415L,2022-09-05,P229579,464000,1,464000,0,464000,1,1,1,1,cod,GA_PM-168-136203,464000,361920,Women Fashion,2022-02-14
ODR2374990653u,C147249L,2022-10-03,P563852,464000,1,464000,0,464000,1,1,1,1,cod,GA_PM-137-136187,468408,327874,Women Fashion,2022-03-02
ODR2989550992l,C839755L,2022-05-13,P261639,463942,1,463942,0,463942,1,1,0,1,cod,rhythm_G1107S-01,463942,315462,Men Fashion,2021-12-28
ODR1223442200k,C806665L,2021-11-17,P765122,231942,2,463884,0,463884,1,0,0,1,cod,Prime_T12-BLACK-2XL,231942,192502,Men Fashion,2021-11-22
ODR7100974477v,C686117L,2021-12-20,P639318,231942,2,463884,0,463884,1,0,0,4,Payaxis,prime_T11-GR Black-M,231942,146102,Men Fashion,2021-12-03
ODR6393048671x,C171924L,2022-01-29,P304734,231942,2,463884,0,463884,1,0,0,4,Payaxis,prime_T11-GR Black-XL,231942,160022,Men Fashion,2022-01-21
ODR5892649472f,C210865L,2022-07-02,P304734,231942,2,463884,0,463884,1,0,0,4,Payaxis,prime_T11-GR Black-XL,231942,160022,Men Fashion,2022-02-18
ODR6130660954x,C303166L,2022-04-03,P826364,463710,1,463710,0,463710,1,1,0,1,cod,Atalian _DV206A-Brown-41,324597,243426,Men Fashion,2022-03-26
ODR6932060037b,C812812L,2022-08-08,P395976,463710,1,463710,0,463710,1,0,0,4,Payaxis,Atalian _DV206A-Black-41,463710,296728,Men Fashion,2022-06-16
ODR8655763212r,C770029L,2021-01-10,P152703,463710,1,463710,0,463710,1,1,0,1,cod,SNU_ME16E-2A,463710,366328,Women Fashion,2021-07-16
ODR7313784933h,C213343L,2021-12-19,P825553,463710,1,463710,0,463710,1,0,0,4,Payaxis,SNU_ME16E-7A,463710,389470,Women Fashion,2021-12-27
ODR4244785965l,C863131L,2022-01-13,P825553,463710,1,463710,0,463710,1,1,1,1,cod,SNU_ME16E-7A,463710,389470,Women Fashion,2021-09-21
ODR3638709970j,C368601L,2022-06-16,P470836,463710,1,463710,0,463710,1,0,0,7,Easypay,Mausummery_0001555-SUT-AQU,463710,361688,Women Fashion,2022-05-04
ODR1251050980v,C483318L,2022-01-22,P293781,57942,8,463536,0,463536,1,1,1,1,cod,Rubian_20-S,60900,52954,Men Fashion,2022-01-06
ODR9818081393b,C714124L,2022-02-24,P778849,57942,8,463536,0,463536,1,0,0,1,cod,KKZP_TSRKK70206-XS,57942,35322,Men Fashion,2022-02-26
ODR9580199625r,C579669L,2022-04-26,P627630,115884,4,463536,0,463536,1,0,0,1,cod,sehgalmotors_67036,115884,104284,Superstore,2022-02-23
ODR3665211523c,C907593L,2021-12-07,P690503,463420,1,463420,0,463420,1,1,1,1,cod,Lacie_9000146,463420,342896,Others,2021-07-06
ODR9283133117m,C772704L,2021-02-08,P863492,23142,20,462840,0,462840,1,1,0,1,cod,TTmachine_pakistan05-M,23142,17574,Men Fashion,2021-07-18
ODR3372581003i,C363500L,2021-03-07,P469966,230550,2,461100,0,461100,1,0,0,9,mygateway,AKL_A131130507_SS-161_Blue,230550,191342,Women Fashion,2021-07-25
ODR5030666367d,C514643L,2021-03-07,P563405,459940,1,459940,0,459940,1,1,0,1,cod,edifier_XM6-PF,459940,344926,Computing,2021-07-25
ODR6709566899l,C788509L,2021-10-30,P646568,458896,1,458896,0,458896,1,1,0,1,cod,phub_Armani 100ml  EDT,458896,380828,Beauty & Grooming,2021-07-20
ODR6909578255i,C643275L,2021-02-12,P858554,458200,1,458200,0,458200,1,0,0,4,Payaxis,MORG_GCS 04,412380,317492,Health & Sports,2021-09-28
ODR2513290260c,C992621L,2022-08-01,P194372,458200,1,458200,0,458200,1,0,0,4,Payaxis,hijabh_JILBAB-C-756 (1)-56x,458200,339068,Women Fashion,2021-11-17
ODR4253935678s,C992621L,2022-10-01,P194372,458200,1,458200,0,458200,1,0,0,4,Payaxis,hijabh_JILBAB-C-756 (1)-56x,458200,339068,Women Fashion,2021-11-17
ODR8347037480f,C143684L,2021-10-13,P521903,458142,1,458142,0,458142,1,1,0,1,cod,AM-Dark Turquoise Suit APS-5110-Small,458142,357338,Men Fashion,2021-07-05
ODR3798907393f,C602850L,2022-10-04,P688198,456750,1,456750,0,456750,1,1,0,1,cod,shahi_BallayÃ‚Â BallayÃ‚Â Munchy MixÃ‚Â 12-75-box,456750,388194,Soghaat,2021-07-03
ODR4525518987x,C772184L,2021-11-09,P885003,455300,1,455300,0,455300,1,0,0,9,mygateway,audionic_6954217856834,455300,409770,Entertainment,2021-09-22
ODR4481692296s,C913594L,2021-11-27,P884353,454140,1,454140,0,454140,1,1,1,1,cod,HOS-m_HRMTDHM75,454140,290638,Beauty & Grooming,2021-11-27
ODR7342883104r,C788509L,2021-07-28,P272485,452400,1,452400,0,452400,1,1,0,1,cod,phub_One Million  by Paco Rabanne 100ml  EDT,452400,339300,Beauty & Grooming,2021-07-20
ODR6174179442d,C446527L,2022-05-17,P322129,452400,1,452400,0,452400,1,0,0,4,Payaxis,fitn_800450,452400,321204,Health & Sports,2022-05-11
ODR5968986681n,C848357L,2021-07-23,P504409,226200,2,452400,0,452400,1,1,0,1,cod,casio_MTP-1381D-7AVDF,226200,135720,Men Fashion,2021-07-02
ODR9879018804i,C833467L,2021-06-08,P995838,150800,3,452400,0,452400,1,0,0,1,cod,Teenz_R-0124,150800,105560,Women Fashion,2021-08-22
ODR6112574227g,C213587L,2022-11-07,P731800,452342,1,452342,0,452342,1,1,0,1,cod,Timex_TW2P61400,373520,287564,Men Fashion,2022-05-28
ODR2563813901q,C283866L,2021-10-14,P212275,150742,3,452226,0,452226,1,0,0,4,Payaxis,Aladdin_Vision 10000 - Tape Bat - Beige,166750,125048,Health & Sports,2021-07-18
ODR8371307556a,C247805L,2021-05-09,P173440,449500,1,449500,0,449500,1,1,1,1,cod,JBS_hcd-HON-020,449500,328106,Home & Living,2021-09-12
ODR3071613229j,C379337L,2021-10-25,P669129,448920,1,448920,0,448920,1,1,0,1,cod,phub_Legend Spirit by Mont Blanc 100ml  EDT,448920,354612,Beauty & Grooming,2021-10-28
ODR8835182399j,C360482L,2021-12-13,P512258,74530,6,447180,0,447180,1,1,1,4,Payaxis,alrafa_Ajwa-Dates-400g,74530,49184,Soghaat,2021-12-12
ODR5497578001b,C281598L,2021-12-17,P102648,446600,1,446600,0,446600,1,1,0,5,jazzwallet,LC_3349668532902,446600,330484,Beauty & Grooming,2021-08-18
ODR9542313479l,C607344L,2022-01-04,P341170,446600,1,446600,0,446600,1,1,1,1,cod,seagate_STEA1500400-1.5TB,432100,345680,Computing,2022-04-08
ODR3675282310s,C794985L,2022-11-04,P341170,446600,1,446600,0,446600,1,0,0,6,easypay_voucher,seagate_STEA1500400-1.5TB,432100,345680,Computing,2021-11-15
ODR6460912975o,C402823L,2022-12-06,P341170,446600,1,446600,0,446600,1,0,0,7,Easypay,seagate_STEA1500400-1.5TB,432100,345680,Computing,2022-06-15
ODR1325822871m,C574874L,2022-03-23,P905261,63742,7,446194,0,446194,1,0,0,7,Easypay,streets_SS-63-L,63742,41412,Men Fashion,2022-03-07
ODR2424369898l,C348605L,2021-12-13,P763231,443700,1,443700,0,443700,1,1,0,1,cod,HOS_ESW90,493000,409190,Beauty & Grooming,2021-12-05
ODR6009958525s,C113520L,2021-08-12,P402840,443120,1,443120,0,443120,1,0,0,4,Payaxis,Timex_TW2P61600,443120,394342,Men Fashion,2021-12-11
ODR2158224396h,C861081L,2021-08-22,P955377,440800,1,440800,0,440800,1,1,1,1,cod,MHS_Metallic Cuff White-Bed Sheet - [Size] Double,440800,264480,Home & Living,2021-08-03
ODR2410475068u,C409316L,2021-07-23,P418929,440800,1,440800,0,440800,1,1,1,1,cod,madela_HARMONY BREASTPUMP,440800,290928,Kids & Baby,2021-07-21
ODR1871579656w,C596112L,2022-07-24,P418929,440800,1,440800,0,440800,1,1,1,1,cod,madela_HARMONY BREASTPUMP,440800,290928,Kids & Baby,2022-07-02
ODR7929893983r,C861081L,2021-08-29,P198352,220400,2,440800,0,440800,1,1,0,1,cod,Ar_KN034-S,220400,147668,Men Fashion,2021-08-03
ODR8476909355z,C162721L,2022-09-02,P417575,439466,1,439466,0,439466,1,1,1,1,cod,lamart_LMZ053,439466,364704,Home & Living,2021-07-26
ODR4977561954n,C641048L,2022-02-18,P690503,439002,1,439002,0,439002,1,1,1,4,Payaxis,Lacie_9000146,463420,342896,Others,2022-02-15
ODR6951767085t,C382334L,2021-09-16,P544948,438770,1,438770,0,438770,1,1,0,1,cod,HOS-m_CPDOMM80,438770,394864,Beauty & Grooming,2021-09-05
ODR7708062538s,C847221L,2021-11-28,P596093,438770,1,438770,0,438770,1,1,1,1,cod,AKL_A131131287_FC-06,219414,179916,Women Fashion,2021-11-13
ODR8906343991x,C539674L,2021-10-17,P275179,437900,1,437900,0,437900,1,1,1,1,cod,tmx_wtch_T28201,437900,385352,Men Fashion,2021-09-12
ODR3535642292t,C115129L,2021-10-11,P557021,435000,1,435000,0,435000,1,0,0,4,Payaxis,phub_Boss Bottled Night,435000,334950,Beauty & Grooming,2021-11-15
ODR1153145615s,C191776L,2022-03-08,P573882,435000,1,435000,0,435000,1,1,1,1,cod,Ifitness_Mini-Bike,435000,382800,Health & Sports,2022-02-27
ODR3567638183y,C374672L,2021-08-09,P511812,435000,1,435000,0,435000,1,1,0,1,cod,Fidato Ankle High Boot 309-872-42,435000,287100,Men Fashion,2021-07-17
ODR9385609420l,C374672L,2021-09-20,P988211,435000,1,435000,0,435000,1,1,0,1,cod,Fidato Ankle High Boot 309-872-41,435000,287100,Men Fashion,2021-07-17
ODR9189442273y,C374672L,2021-09-26,P266291,435000,1,435000,0,435000,1,1,0,1,cod,Fidato Ankle High Boot 309-872-45,435000,291450,Men Fashion,2021-07-17
ODR2800570602x,C848074L,2022-01-07,P511812,435000,1,435000,0,435000,1,1,0,1,cod,Fidato Ankle High Boot 309-872-42,435000,287100,Men Fashion,2022-06-03
ODR5573410886o,C374672L,2022-03-16,P928328,435000,1,435000,0,435000,1,1,0,1,cod,Fidato Ankle High Boot 309-872-40,435000,330600,Men Fashion,2021-07-17
ODR2013641442x,C563862L,2022-07-14,P450890,435000,1,435000,0,435000,1,0,0,7,Easypay,Corio_C-101348 - BROWN-45,435000,378450,Men Fashion,2022-07-21
ODR4374616320x,C996508L,2021-07-26,P792114,87000,5,435000,0,435000,1,1,0,1,cod,Karak_Honey 1 Kg,73950,52490,Superstore,2021-07-10
ODR7693023210w,C603530L,2021-10-31,P393350,435000,1,435000,0,435000,1,1,0,1,cod,Artzy_MM-02,435000,369750,Women Fashion,2021-07-28
ODR9745899630c,C139066L,2022-03-21,P383565,435000,1,435000,0,435000,1,1,1,1,cod,GA_PM-132-136186,435000,374100,Women Fashion,2022-03-25
ODR4025498839m,C150251L,2022-04-17,P194342,435000,1,435000,0,435000,1,1,1,1,cod,GA_PM-167-136202,435000,304500,Women Fashion,2022-04-05
ODR5458304924s,C305124L,2022-04-20,P546485,435000,1,435000,0,435000,1,1,1,1,cod,GA_PM-139-120534,725000,442250,Women Fashion,2022-04-14
ODR9282546563c,C347383L,2022-05-17,P546485,435000,1,435000,0,435000,1,1,0,1,cod,GA_PM-139-120534,725000,442250,Women Fashion,2022-03-11
ODR6920071928y,C309123L,2022-05-19,P773985,435000,1,435000,0,435000,1,0,0,1,cod,GA_PM-165-136201,435000,356700,Women Fashion,2022-02-11
ODR9038062638e,C869500L,2021-01-08,P732797,86942,5,434710,0,434710,1,0,0,12,internetbanking,shoppingmania_Gold Rhinestone Heart Drop Necklace & Earrings,86942,66932,Women Fashion,2021-08-11
ODR2973964586d,C162721L,2021-08-23,P898726,434710,1,434710,0,434710,1,1,0,1,cod,AKL_GFKU2369-L,434710,347768,Women Fashion,2021-07-26
ODR5839553844a,C158331L,2022-01-07,P414864,434420,1,434420,0,434420,1,1,1,4,Payaxis,GA_FE-60-141235,434420,338836,Women Fashion,2022-07-16
ODR5419097364n,C687298L,2022-06-17,P704549,434420,1,434420,0,434420,1,1,1,1,cod,GA_FE-58-141233,434420,291044,Women Fashion,2022-06-09
ODR9635588949q,C248905L,2022-09-06,P533262,434420,1,434420,0,434420,1,1,0,3,customercredit,Sapphire_US0679,434420,295394,Women Fashion,2022-06-05
ODR9951722059p,C118563L,2022-10-06,P195130,434420,1,434420,0,434420,1,0,0,1,cod,Sapphire_US0678,434420,334486,Women Fashion,2022-06-07
ODR5408182784x,C877563L,2022-10-08,P996730,434420,1,434420,0,434420,1,0,0,1,cod,GA_EA-18-144980,434420,317086,Women Fashion,2022-08-24
ODR8336860327v,C877563L,2022-11-08,P996730,434420,1,434420,0,434420,1,1,1,1,cod,GA_EA-18-144980,434420,317086,Women Fashion,2022-08-24
ODR3793504804u,C332699L,2021-10-31,P760158,216920,2,433840,0,433840,1,0,0,4,Payaxis,sinbo_7027,216920,151844,Beauty & Grooming,2021-10-02
ODR6981320722q,C465805L,2021-07-20,P978455,432854,1,432854,0,432854,1,1,0,1,cod,Philips_6540,432854,281300,Beauty & Grooming,2021-07-15
ODR2391182905v,C605426L,2021-07-27,P978455,432854,1,432854,0,432854,1,1,0,1,cod,Philips_6540,432854,281300,Beauty & Grooming,2021-07-11
ODR1559577514u,C978527L,2022-01-30,P933986,429200,1,429200,0,429200,1,0,0,4,Payaxis,LC_3349668508587,429200,321900,Beauty & Grooming,2022-01-03
ODR6996750988b,C333379L,2022-03-17,P983938,429200,1,429200,0,429200,1,1,1,7,Easypay,MORG_GCS 13,429200,257520,Health & Sports,2022-03-14
ODR8114290934u,C561993L,2022-06-17,P983938,429200,1,429200,0,429200,1,0,0,7,Easypay,MORG_GCS 13,429200,257520,Health & Sports,2022-05-10
ODR5408083051i,C461801L,2022-06-25,P983938,429200,1,429200,0,429200,1,1,0,4,Payaxis,MORG_GCS 13,429200,257520,Health & Sports,2022-04-08
ODR1713379951h,C603530L,2021-04-08,P761917,429200,1,429200,0,429200,1,1,0,1,cod,Turk & Fillmore longisland ice tea-40,429200,291856,Men Fashion,2021-07-28
ODR1546542821l,C985957L,2022-01-15,P841002,429200,1,429200,0,429200,1,0,0,1,cod,timex_T46681,536500,477456,Men Fashion,2022-01-13
ODR4714685213t,C890492L,2022-01-20,P841002,429200,1,429200,0,429200,1,1,1,1,cod,timex_T46681,536500,477456,Men Fashion,2022-01-25
ODR3378122506c,C269004L,2022-06-01,P841002,429200,1,429200,0,429200,1,1,0,1,cod,timex_T46681,536500,477456,Men Fashion,2022-01-22
ODR2563977058z,C763705L,2021-09-29,P518083,427518,1,427518,0,427518,1,1,1,1,cod,interwood_HF-12CR-HW-11284,427518,316332,Home & Living,2021-09-17
ODR9382854521e,C869172L,2022-02-28,P458788,427170,1,427170,0,427170,1,1,0,1,cod,Logitech_Logitech Ipad Air Keyboard Cover Connector-white,427170,345970,Computing,2022-01-20
ODR3054520060d,C770151L,2021-05-12,P164775,424560,1,424560,0,424560,1,0,0,4,Payaxis,timex_T49988,424560,280198,Men Fashion,2021-07-25
ODR2722541813h,C965864L,2022-01-06,P309716,423342,1,423342,0,423342,1,0,0,1,cod,Tmall_MM_Sonex_Cookware_Set,289942,240642,Home & Living,2022-06-17
ODR1923496450w,C394803L,2021-08-10,P497435,26390,16,422240,0,422240,1,0,0,1,cod,RS_Chum Chum Tin,25230,17400,Soghaat,2021-10-08
ODR1383566289y,C404192L,2021-11-26,P357201,420500,1,420500,0,420500,1,1,1,1,cod,Cosmo_Wen Lavender,420500,260710,Beauty & Grooming,2021-07-06
ODR4633925975t,C751410L,2022-06-22,P673245,419630,1,419630,0,419630,1,1,0,1,cod,timex_T49991,419630,318884,Men Fashion,2022-06-04
ODR6892617702e,C784615L,2021-04-12,P954748,41876,10,418760,0,418760,1,0,0,4,Payaxis,MDF 018_Ajwa Dates 250 gm,31900,28072,Soghaat,2021-12-11
ODR6161587775s,C857803L,2021-07-13,P386885,37990,11,417890,0,417890,1,0,0,8,ublcreditcard,HR_Soan Papdi 500g,37990,30392,Soghaat,2021-07-15
ODR5370519349j,C988804L,2021-02-10,P996724,417600,1,417600,0,417600,1,1,1,1,cod,HOS-m_GACM75,417600,283968,Beauty & Grooming,2021-10-12
ODR8316541092v,C437156L,2021-08-08,P607215,417600,1,417600,0,417600,1,1,0,1,cod,Lunarl-500,417600,325728,Computing,2021-08-22
ODR2630253942b,C216058L,2022-07-28,P846918,139200,3,417600,0,417600,1,0,0,1,cod,vitamin_moments-gold-delay-condom,139200,112752,Health & Sports,2022-07-24
ODR6802224892w,C729816L,2021-08-13,P664665,139200,3,417600,0,417600,1,1,0,1,cod,Dawlance_MD 10 + DWB 600,488360,410176,Others,2021-07-21
