GCIF,Area,Jalur_Pembukaan,Vintage,Usia,Jenis_Kelamin,Status_Perkawinan,Jumlah_Anak,Pendidikan,Produk_Tabungan,Produk_Deposito,Produk_Kartu_Kredit,Produk_Kredit_Rumah,Produk_Kredit_Kendaraan,Produk_Kredit_Dana_Tunai,Total_Kepemilikan_Produk,Pendapatan_Tahunan,Total_Relationship_Balance
G12800,Jakarta,Cabang,2 - 3 Tahun,,Laki-laki,Janda/Duda,1,Sarjana,1,1,0,1,0,1,4,235,155913861
G13068,Surabaya,Telemarketing,2 - 3 Tahun,,Laki-laki,Janda/Duda,2,Sarjana,1,1,1,1,0,0,4,129,309922344
G13286,Jogja,Cabang,2 - 3 Tahun,,Laki-laki,Janda/Duda,2,Sarjana,1,1,0,1,0,1,4,258,370589430
G13702,Surabaya,Cabang,2 - 3 Tahun,,Laki-laki,Janda/Duda,3,Sarjana,1,1,1,0,0,1,4,242,203293402
G13800,Jakarta,Telemarketing,2 - 3 Tahun,,Laki-laki,Janda/Duda,2,Sarjana,1,1,0,1,0,1,4,256,145109524
G13838,Solo,Cabang,2 - 3 Tahun,,Laki-laki,Janda/Duda,2,Sarjana,1,1,0,1,1,0,4,294,96211145
G10090,Bandung,Telemarketing,2 - 3 Tahun,,Perempuan,Janda/Duda,0,Sarjana,1,1,1,0,0,1,4,284,387089175
G10210,Jakarta,Telemarketing,2 - 3 Tahun,,Laki-laki,Janda/Duda,0,Sarjana,1,1,1,1,0,0,4,362,83418477
G10000,Solo,Internet Banking,2 - 3 Tahun,,Laki-laki,Janda/Duda,2,Sarjana,1,1,0,1,0,1,4,337,417105194
G10097,Bandung,Internet Banking,2 - 3 Tahun,,Laki-laki,Janda/Duda,0,Sarjana,1,1,0,1,0,1,4,188,249724085
G10926,Bandung,Internet Banking,2 - 3 Tahun,,Perempuan,Janda/Duda,0,Sarjana,1,0,1,1,0,1,4,500,212791828
G10110,Bandung,Cabang,2 - 3 Tahun,,Perempuan,Janda/Duda,1,Sarjana,1,0,1,1,0,1,4,228,300712687
G10216,Bandung,Internet Banking,2 - 3 Tahun,,Laki-laki,Janda/Duda,0,Sarjana,1,1,1,0,1,0,4,268,266529938
G10019,Jogja,Internet Banking,2 - 3 Tahun,,Perempuan,Janda/Duda,1,Sarjana,1,1,0,1,0,1,4,219,418676154
G10027,Jogja,Aplikasi Digital,2 - 3 Tahun,,Laki-laki,Janda/Duda,0,Sarjana,1,0,1,1,0,1,4,255,425634041
G10088,Solo,Telemarketing,2 - 3 Tahun,,Laki-laki,Janda/Duda,2,Sarjana,1,1,0,1,0,1,4,296,387960648
G10090,Jogja,Internet Banking,2 - 3 Tahun,,Laki-laki,Janda/Duda,3,Sarjana,1,1,0,0,1,1,4,131,29409110
G10620,Solo,Internet Banking,2 - 3 Tahun,,Perempuan,Janda/Duda,0,Sarjana,1,1,0,0,1,1,4,135,367453452
G10800,Jakarta,Telemarketing,2 - 3 Tahun,,Laki-laki,Janda/Duda,1,Sarjana,1,1,1,1,0,0,4,443,61906223
G10902,Jogja,Aplikasi Digital,2 - 3 Tahun,,Laki-laki,Janda/Duda,0,Sarjana,1,1,0,1,0,1,4,197,229591324
G16100,Jakarta,Aplikasi Digital,2 - 3 Tahun,,Perempuan,Janda/Duda,0,Sarjana,1,0,1,0,1,1,4,269,403158204
G16301,Surabaya,Cabang,2 - 3 Tahun,,Perempuan,Janda/Duda,3,Sarjana,1,1,0,1,0,1,4,193,43724658
G16302,Jakarta,Telemarketing,2 - 3 Tahun,,Perempuan,Janda/Duda,0,Sarjana,1,0,1,1,1,0,4,281,384624641
G16768,Surabaya,Aplikasi Digital,2 - 3 Tahun,,Laki-laki,Janda/Duda,2,Sarjana,1,0,1,0,1,1,4,347,248927848
G16930,Bandung,Internet Banking,2 - 3 Tahun,,Laki-laki,Janda/Duda,3,Sarjana,1,0,1,1,0,1,4,350,327749721
G17178,Bandung,Internet Banking,2 - 3 Tahun,,Perempuan,Janda/Duda,3,Sarjana,1,1,1,0,0,1,4,281,442890710
G17390,Surabaya,Internet Banking,2 - 3 Tahun,,Perempuan,Janda/Duda,0,Sarjana,1,0,1,1,1,0,4,166,207173263
G17003,Surabaya,Telemarketing,2 - 3 Tahun,,Laki-laki,Janda/Duda,2,Sarjana,1,1,0,1,0,1,4,364,291578242
G17879,Solo,Cabang,2 - 3 Tahun,,Laki-laki,Janda/Duda,1,Sarjana,1,1,1,0,1,0,4,230,144326370
G17970,Jakarta,Telemarketing,2 - 3 Tahun,,Laki-laki,Janda/Duda,1,Sarjana,1,1,0,1,0,1,4,191,328658332
G18180,Surabaya,Aplikasi Digital,2 - 3 Tahun,,Perempuan,Janda/Duda,0,Sarjana,1,0,1,1,0,1,4,455,277198658
G18706,Bandung,Cabang,2 - 3 Tahun,,Perempuan,Janda/Duda,3,Sarjana,1,0,1,1,0,1,4,433,101688549
G18721,Surabaya,Aplikasi Digital,2 - 3 Tahun,,Laki-laki,Janda/Duda,1,Sarjana,1,0,1,1,0,1,4,82,352828788
G18800,Bandung,Telemarketing,2 - 3 Tahun,,Laki-laki,Janda/Duda,1,Sarjana,1,1,0,1,0,1,4,421,349724595
G19321,Jogja,Aplikasi Digital,2 - 3 Tahun,,Laki-laki,Janda/Duda,0,Sarjana,1,1,0,0,1,1,4,226,23031355
G19322,Bandung,Internet Banking,2 - 3 Tahun,,Perempuan,Janda/Duda,2,Sarjana,1,0,1,1,0,1,4,91,228566938
G19000,Surabaya,Aplikasi Digital,2 - 3 Tahun,,Perempuan,Janda/Duda,1,Sarjana,1,1,1,1,0,0,4,389,400654657
G19068,Surabaya,Cabang,2 - 3 Tahun,,Laki-laki,Janda/Duda,1,Sarjana,1,1,0,1,0,1,4,261,92374231
G19806,Bandung,Aplikasi Digital,2 - 3 Tahun,,Laki-laki,Janda/Duda,0,Sarjana,1,1,0,1,0,1,4,249,101170798
G19907,Jogja,Internet Banking,2 - 3 Tahun,,Laki-laki,Janda/Duda,0,Sarjana,1,1,1,0,0,1,4,428,128063912
G20330,Solo,Telemarketing,2 - 3 Tahun,,Laki-laki,Janda/Duda,3,Sarjana,1,0,1,1,0,1,4,83,161288214
G20009,Surabaya,Internet Banking,2 - 3 Tahun,,Perempuan,Janda/Duda,0,Sarjana,1,1,0,1,0,1,4,321,359506903
G20011,Jogja,Aplikasi Digital,2 - 3 Tahun,,Laki-laki,Janda/Duda,1,Sarjana,1,0,0,1,1,1,4,351,248001343
G20880,Jakarta,Telemarketing,2 - 3 Tahun,,Laki-laki,Janda/Duda,1,Sarjana,1,1,0,1,1,0,4,235,446545716
G20916,Surabaya,Telemarketing,2 - 3 Tahun,,Laki-laki,Janda/Duda,2,Sarjana,1,1,0,1,0,1,4,91,317200326
G20931,Bandung,Telemarketing,2 - 3 Tahun,,Laki-laki,Janda/Duda,0,Sarjana,1,1,0,1,0,1,4,153,388230855
G21102,Jakarta,Telemarketing,2 - 3 Tahun,,Perempuan,Janda/Duda,3,Sarjana,1,1,0,1,0,1,4,440,297473108
G21110,Jakarta,Telemarketing,2 - 3 Tahun,,Laki-laki,Janda/Duda,3,Sarjana,1,1,1,1,0,0,4,491,157469288
G21130,Surabaya,Internet Banking,2 - 3 Tahun,,Perempuan,Janda/Duda,3,Sarjana,1,1,0,1,0,1,4,320,294541769
G21186,Bandung,Cabang,2 - 3 Tahun,,Laki-laki,Janda/Duda,3,Sarjana,1,1,1,0,0,1,4,256,206464845
G21273,Solo,Cabang,2 - 3 Tahun,,Laki-laki,Janda/Duda,1,Sarjana,1,1,1,0,0,1,4,348,82788437
G21819,Solo,Cabang,2 - 3 Tahun,,Laki-laki,Janda/Duda,3,Sarjana,1,1,0,1,0,1,4,250,387666373
G22100,Bandung,Telemarketing,2 - 3 Tahun,,Perempuan,Janda/Duda,1,Sarjana,1,1,1,1,0,0,4,451,180191741
G22361,Jogja,Telemarketing,2 - 3 Tahun,,Laki-laki,Janda/Duda,1,Sarjana,1,0,1,1,1,0,4,376,144845756
G22000,Bandung,Internet Banking,2 - 3 Tahun,,Laki-laki,Janda/Duda,3,Sarjana,1,1,0,1,0,1,4,463,151753211
G22031,Jakarta,Telemarketing,2 - 3 Tahun,,Laki-laki,Janda/Duda,3,Sarjana,1,1,0,1,1,0,4,183,335459315
G22831,Bandung,Cabang,2 - 3 Tahun,,Laki-laki,Janda/Duda,0,Sarjana,1,1,0,1,0,1,4,458,222026336
G23306,Jakarta,Telemarketing,2 - 3 Tahun,,Perempuan,Janda/Duda,2,Sarjana,1,1,1,1,0,0,4,220,8659019
G20021,Solo,Telemarketing,2 - 3 Tahun,,Laki-laki,Janda/Duda,3,Sarjana,1,1,1,1,0,0,4,230,286330386
G20082,Jakarta,Aplikasi Digital,2 - 3 Tahun,,Laki-laki,Janda/Duda,3,Sarjana,1,0,1,1,0,1,4,107,24686016
G20120,Jogja,Aplikasi Digital,2 - 3 Tahun,,Laki-laki,Janda/Duda,0,Sarjana,1,1,1,1,0,0,4,468,90498280
G20288,Jakarta,Telemarketing,2 - 3 Tahun,,Perempuan,Janda/Duda,0,Sarjana,1,1,0,1,0,1,4,490,250929539
G20090,Jakarta,Aplikasi Digital,2 - 3 Tahun,,Laki-laki,Janda/Duda,2,Sarjana,1,1,0,1,1,0,4,452,99966623
G20998,Surabaya,Cabang,2 - 3 Tahun,,Perempuan,Janda/Duda,1,Sarjana,1,1,0,1,0,1,4,398,15568348
G20183,Jakarta,Telemarketing,2 - 3 Tahun,,Perempuan,Janda/Duda,1,Sarjana,1,1,0,0,1,1,4,500,259092802
G20010,Solo,Telemarketing,2 - 3 Tahun,,Laki-laki,Janda/Duda,1,Sarjana,1,1,1,1,0,0,4,334,177229891
G20060,Solo,Internet Banking,2 - 3 Tahun,,Perempuan,Janda/Duda,1,Sarjana,1,0,0,1,1,1,4,288,41525480
G20817,Solo,Aplikasi Digital,2 - 3 Tahun,,Laki-laki,Janda/Duda,0,Sarjana,1,1,1,0,1,0,4,466,125970729
G20900,Bandung,Cabang,2 - 3 Tahun,,Perempuan,Janda/Duda,3,Sarjana,1,1,1,1,0,0,4,349,288682431
G26329,Surabaya,Telemarketing,2 - 3 Tahun,,Perempuan,Janda/Duda,2,Sarjana,1,1,0,0,1,1,4,145,332859523
G26060,Surabaya,Telemarketing,2 - 3 Tahun,,Laki-laki,Janda/Duda,0,Sarjana,1,0,1,1,1,0,4,163,370038798
G26087,Bandung,Aplikasi Digital,2 - 3 Tahun,,Laki-laki,Janda/Duda,0,Sarjana,1,1,0,1,0,1,4,229,276644905
G26733,Bandung,Cabang,2 - 3 Tahun,,Laki-laki,Janda/Duda,2,Sarjana,1,1,0,1,1,0,4,256,74078097
G27008,Jakarta,Telemarketing,2 - 3 Tahun,,Perempuan,Janda/Duda,0,Sarjana,1,0,1,1,0,1,4,281,357764905
G27009,Solo,Aplikasi Digital,2 - 3 Tahun,,Perempuan,Janda/Duda,2,Sarjana,1,1,1,1,0,0,4,395,146902751
G27216,Bandung,Telemarketing,2 - 3 Tahun,,Perempuan,Janda/Duda,2,Sarjana,1,1,1,1,0,0,4,170,271308377
G27380,Bandung,Aplikasi Digital,2 - 3 Tahun,,Laki-laki,Janda/Duda,2,Sarjana,1,1,0,0,1,1,4,497,62981744
G27706,Jakarta,Aplikasi Digital,2 - 3 Tahun,,Perempuan,Janda/Duda,1,Sarjana,1,1,0,1,0,1,4,235,24885807
G27802,Surabaya,Telemarketing,2 - 3 Tahun,,Laki-laki,Janda/Duda,3,Sarjana,1,0,1,1,0,1,4,165,279200217
G28000,Bogor,Cabang,2 - 3 Tahun,,Laki-laki,Janda/Duda,0,Sarjana,1,1,1,1,0,0,4,305,201974132
G28038,Bandung,Cabang,2 - 3 Tahun,,Perempuan,Janda/Duda,1,Sarjana,1,1,1,1,0,0,4,354,329097565
G28009,Surabaya,Telemarketing,2 - 3 Tahun,,Perempuan,Janda/Duda,2,Sarjana,1,1,0,1,1,0,4,442,167860888
G28080,Surabaya,Internet Banking,2 - 3 Tahun,,Perempuan,Janda/Duda,2,Sarjana,1,1,1,1,0,0,4,240,412432426
G08747,Solo,Internet Banking,2 - 3 Tahun,26,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,222,476541383
G00003,Jakarta,Cabang,2 - 3 Tahun,28,Laki-laki,Menikah,4,Sarjana,1,1,1,0,1,1,5,376,583269833
G01127,Surabaya,Cabang,2 - 3 Tahun,27,Laki-laki,Menikah,1,Sarjana,1,1,0,1,1,1,5,341,401815461
G07144,Surabaya,Telemarketing,2 - 3 Tahun,27,Perempuan,Menikah,3,Sarjana,1,1,0,1,1,1,5,326,526465845
G03711,Jakarta,Telemarketing,2 - 3 Tahun,31,Laki-laki,Menikah,0,Sarjana,1,1,1,1,0,1,5,206,455056987
G11586,Bandung,Cabang,2 - 3 Tahun,31,Laki-laki,Menikah,1,Sarjana,1,1,1,1,0,1,5,363,245785260
G06736,Surabaya,Telemarketing,2 - 3 Tahun,33,Laki-laki,Menikah,2,Sarjana,1,0,1,1,1,1,5,370,576789337
G02417,Surabaya,Cabang,2 - 3 Tahun,30,Perempuan,Menikah,4,Sarjana,1,1,1,1,0,1,5,233,138958971
G07872,Jakarta,Telemarketing,2 - 3 Tahun,32,Laki-laki,Menikah,4,Sarjana,1,1,1,0,1,1,5,145,782424138
G07220,Bogor,Internet Banking,2 - 3 Tahun,26,Laki-laki,Menikah,1,Sarjana,1,1,1,1,0,1,5,131,504132585
G04175,Solo,Aplikasi Digital,2 - 3 Tahun,27,Perempuan,Menikah,0,Sarjana,1,1,0,1,1,1,5,431,214564499
G05785,Bandung,Telemarketing,2 - 3 Tahun,27,Laki-laki,Menikah,2,Sarjana,1,1,1,1,0,1,5,234,142038164
G01589,Jogja,Cabang,2 - 3 Tahun,31,Laki-laki,Menikah,2,Sarjana,1,1,1,1,0,1,5,382,746138749
G04260,Bandung,Cabang,2 - 3 Tahun,31,Perempuan,Menikah,4,Sarjana,1,1,1,1,0,1,5,181,729734683
G01073,Bandung,Telemarketing,2 - 3 Tahun,31,Perempuan,Menikah,4,Sarjana,1,1,1,1,0,1,5,287,624087538
G11293,Bandung,Telemarketing,2 - 3 Tahun,34,Laki-laki,Menikah,2,Sarjana,1,1,0,1,1,1,5,335,118571800
G02804,Jakarta,Aplikasi Digital,2 - 3 Tahun,26,Laki-laki,Menikah,0,Sarjana,1,1,1,1,0,1,5,485,384616915
G07890,Jakarta,Aplikasi Digital,2 - 3 Tahun,32,Perempuan,Menikah,3,Sarjana,1,1,0,1,1,1,5,481,413697892
G01197,Solo,Internet Banking,2 - 3 Tahun,27,Perempuan,Menikah,3,Sarjana,1,1,1,1,0,1,5,335,827960141
G17065,Bandung,Internet Banking,2 - 3 Tahun,21,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,0,1,1,5,146,484686472
G02271,Jakarta,Aplikasi Digital,2 - 3 Tahun,34,Laki-laki,Menikah,4,Sarjana,1,1,0,1,1,1,5,405,671663256
G06701,Jogja,Aplikasi Digital,2 - 3 Tahun,33,Laki-laki,Menikah,4,Sarjana,1,1,1,1,0,1,5,394,437964054
G06545,Bandung,Internet Banking,2 - 3 Tahun,27,Laki-laki,Menikah,0,Sarjana,1,1,0,1,1,1,5,403,240999182
G08905,Bandung,Telemarketing,2 - 3 Tahun,25,Laki-laki,Menikah,3,Sarjana,1,1,1,1,0,1,5,349,535605373
G10895,Solo,Telemarketing,2 - 3 Tahun,23,Perempuan,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,196,191944809
G09915,Jakarta,Telemarketing,2 - 3 Tahun,27,Laki-laki,Menikah,1,Sarjana,1,0,1,1,1,1,5,195,123702744
G03195,Jakarta,Telemarketing,2 - 3 Tahun,25,Laki-laki,Menikah,1,Sarjana,1,1,1,1,0,1,5,419,712255458
G05024,Jakarta,Telemarketing,2 - 3 Tahun,30,Laki-laki,Menikah,0,Sarjana,1,1,0,1,1,1,5,142,813374495
G07965,Jogja,Cabang,2 - 3 Tahun,30,Laki-laki,Menikah,0,Sarjana,1,1,1,1,0,1,5,441,701690472
G02098,Bandung,Internet Banking,2 - 3 Tahun,32,Laki-laki,Menikah,0,Sarjana,1,1,1,1,0,1,5,484,523304835
G04604,Jakarta,Telemarketing,2 - 3 Tahun,26,Perempuan,Belum Menikah,0,Sarjana,1,1,1,0,1,1,5,272,316454366
G03903,Jakarta,Telemarketing,2 - 3 Tahun,30,Perempuan,Menikah,1,Sarjana,1,1,1,1,0,1,5,155,441150533
G01900,Surabaya,Aplikasi Digital,2 - 3 Tahun,29,Laki-laki,Menikah,2,Sarjana,1,1,1,1,0,1,5,233,633993767
G01584,Bandung,Cabang,2 - 3 Tahun,26,Perempuan,Menikah,3,Sarjana,1,1,1,1,0,1,5,237,187808266
G17396,Jakarta,Telemarketing,2 - 3 Tahun,43,Laki-laki,Menikah,2,Sarjana,1,0,1,1,1,1,5,265,552345836
G09579,Solo,Internet Banking,2 - 3 Tahun,48,Laki-laki,Cerai,2,Sarjana,1,1,1,0,1,1,5,406,765704872
G13331,Solo,Telemarketing,2 - 3 Tahun,23,Perempuan,Belum Menikah,0,Sarjana,1,1,1,1,1,0,5,177,311063668
G04906,Jakarta,Telemarketing,2 - 3 Tahun,29,Laki-laki,Menikah,0,Sarjana,1,1,0,1,1,1,5,337,494496027
G07906,Surabaya,Internet Banking,2 - 3 Tahun,31,Laki-laki,Menikah,1,Sarjana,1,1,1,1,0,1,5,340,317249585
G15086,Bandung,Aplikasi Digital,2 - 3 Tahun,44,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,509,599078014
G06150,Solo,Aplikasi Digital,2 - 3 Tahun,43,Perempuan,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,495,722577231
G10931,Solo,Aplikasi Digital,2 - 3 Tahun,29,Laki-laki,Menikah,3,Sarjana,1,1,1,1,0,1,5,194,340825957
G10975,Jogja,Cabang,2 - 3 Tahun,39,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,573,593980116
G10511,Bogor,Telemarketing,2 - 3 Tahun,33,Laki-laki,Menikah,1,Sarjana,1,1,1,1,0,1,5,310,597978587
G07888,Bandung,Internet Banking,2 - 3 Tahun,44,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,456,711009078
G13970,Bandung,Telemarketing,2 - 3 Tahun,48,Perempuan,Menikah,2,Sarjana,1,1,1,1,0,1,5,545,592229289
G14080,Surabaya,Telemarketing,2 - 3 Tahun,36,Laki-laki,Menikah,2,Sarjana,1,1,1,1,0,1,5,284,529092913
G00653,Bandung,Cabang,2 - 3 Tahun,33,Perempuan,Belum Menikah,0,Sarjana,1,1,0,1,1,1,5,111,615301444
G15757,Bogor,Aplikasi Digital,2 - 3 Tahun,49,Perempuan,Menikah,2,Sarjana,1,1,1,0,1,1,5,431,334015139
G04568,Jakarta,Telemarketing,2 - 3 Tahun,25,Perempuan,Menikah,3,Sarjana,1,1,1,1,0,1,5,157,239075269
G12848,Jogja,Aplikasi Digital,2 - 3 Tahun,37,Laki-laki,Menikah,2,Sarjana,1,1,1,1,0,1,5,438,825292973
G13614,Jogja,Telemarketing,2 - 3 Tahun,36,Laki-laki,Menikah,2,Sarjana,1,1,1,1,0,1,5,525,595939894
G16319,Bandung,Cabang,2 - 3 Tahun,47,Laki-laki,Menikah,0,Sarjana,1,1,0,1,1,1,5,511,125777295
G14095,Jakarta,Telemarketing,2 - 3 Tahun,48,Perempuan,Menikah,3,Sarjana,1,1,1,1,1,0,5,419,805006804
G08377,Bogor,Cabang,2 - 3 Tahun,30,Laki-laki,Menikah,3,Sarjana,1,1,1,1,0,1,5,478,669442087
G05051,Jakarta,Telemarketing,2 - 3 Tahun,32,Perempuan,Menikah,1,Sarjana,1,0,1,1,1,1,5,211,537285214
G15224,Surabaya,Telemarketing,2 - 3 Tahun,36,Laki-laki,Menikah,4,Sarjana,1,1,1,1,0,1,5,286,830272402
G16203,Solo,Internet Banking,2 - 3 Tahun,36,Laki-laki,Menikah,2,Sarjana,1,1,1,1,0,1,5,423,595268803
G15315,Jakarta,Cabang,2 - 3 Tahun,41,Perempuan,Menikah,0,Sarjana,1,1,1,1,0,1,5,584,632323052
G01369,Jakarta,Aplikasi Digital,2 - 3 Tahun,28,Perempuan,Menikah,1,Sarjana,1,1,1,1,0,1,5,329,397680012
G02926,Jakarta,Telemarketing,2 - 3 Tahun,30,Laki-laki,Menikah,1,Sarjana,1,1,1,1,0,1,5,131,98480670
G16276,Solo,Cabang,2 - 3 Tahun,37,Laki-laki,Menikah,1,Sarjana,1,1,1,1,0,1,5,481,537826231
G04117,Surabaya,Aplikasi Digital,2 - 3 Tahun,27,Laki-laki,Menikah,1,Sarjana,1,1,1,1,0,1,5,271,506374885
G06904,Surabaya,Telemarketing,2 - 3 Tahun,21,Laki-laki,Belum Menikah,0,Sarjana,1,1,0,1,1,1,5,322,549820910
G15905,Bandung,Aplikasi Digital,2 - 3 Tahun,31,Perempuan,Belum Menikah,0,Sarjana,1,1,0,1,1,1,5,377,292273755
G13264,Jakarta,Cabang,2 - 3 Tahun,45,Laki-laki,Menikah,1,Sarjana,1,1,0,1,1,1,5,582,520119595
G17710,Jakarta,Telemarketing,2 - 3 Tahun,45,Perempuan,Menikah,4,Sarjana,1,1,0,1,1,1,5,291,574677310
G01975,Surabaya,Telemarketing,2 - 3 Tahun,33,Perempuan,Menikah,2,Sarjana,1,1,1,1,0,1,5,461,332983524
G15995,Jakarta,Telemarketing,2 - 3 Tahun,45,Laki-laki,Menikah,2,Sarjana,1,1,1,1,0,1,5,560,776553813
G17536,Surabaya,Cabang,2 - 3 Tahun,40,Laki-laki,Menikah,1,Sarjana,1,1,1,1,0,1,5,390,96957370
G03998,Jakarta,Cabang,2 - 3 Tahun,25,Laki-laki,Menikah,0,Sarjana,1,1,0,1,1,1,5,354,319254716
G18874,Surabaya,Telemarketing,2 - 3 Tahun,48,Laki-laki,Menikah,0,Sarjana,1,1,1,1,0,1,5,494,364119663
G15212,Jakarta,Telemarketing,2 - 3 Tahun,57,Perempuan,Cerai,1,Sarjana,1,0,1,1,1,1,5,288,419304396
G12842,Jogja,Cabang,2 - 3 Tahun,38,Laki-laki,Menikah,3,Sarjana,1,1,0,1,1,1,5,594,90499348
G24063,Bandung,Aplikasi Digital,2 - 3 Tahun,42,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,573,799106891
G04108,Jogja,Internet Banking,2 - 3 Tahun,27,Laki-laki,Menikah,2,Sarjana,1,0,1,1,1,1,5,298,125958042
G13998,Jogja,Internet Banking,2 - 3 Tahun,41,Perempuan,Menikah,4,Sarjana,1,1,0,1,1,1,5,354,691443940
G01978,Bandung,Aplikasi Digital,2 - 3 Tahun,47,Laki-laki,Cerai,1,Sarjana,1,0,1,1,1,1,5,423,666541281
G25512,Solo,Telemarketing,2 - 3 Tahun,59,Perempuan,Cerai,3,Sarjana,1,1,1,1,0,1,5,310,236416618
G02371,Bandung,Telemarketing,2 - 3 Tahun,34,Perempuan,Menikah,1,Sarjana,1,1,1,1,0,1,5,220,836094498
G17151,Surabaya,Internet Banking,2 - 3 Tahun,33,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,434,300148050
G11168,Jogja,Aplikasi Digital,2 - 3 Tahun,29,Perempuan,Menikah,0,Sarjana,1,0,1,1,1,1,5,139,679252136
G02701,Bandung,Internet Banking,2 - 3 Tahun,33,Perempuan,Menikah,2,Sarjana,1,0,1,1,1,1,5,471,96158951
G13002,Solo,Telemarketing,2 - 3 Tahun,47,Laki-laki,Menikah,2,Sarjana,1,1,0,1,1,1,5,371,83773722
G08604,Jakarta,Telemarketing,2 - 3 Tahun,29,Laki-laki,Menikah,2,Sarjana,1,1,1,1,0,1,5,390,410796948
G00394,Bandung,Cabang,2 - 3 Tahun,34,Perempuan,Menikah,2,Sarjana,1,1,0,1,1,1,5,420,634486194
G18356,Jakarta,Telemarketing,2 - 3 Tahun,40,Laki-laki,Menikah,2,Sarjana,1,1,1,0,1,1,5,467,304572318
G18880,Jakarta,Telemarketing,2 - 3 Tahun,38,Laki-laki,Menikah,1,Sarjana,1,0,1,1,1,1,5,462,162534027
G02718,Bandung,Telemarketing,2 - 3 Tahun,28,Laki-laki,Menikah,3,Sarjana,1,1,0,1,1,1,5,230,517394986
G17338,Jakarta,Aplikasi Digital,2 - 3 Tahun,39,Laki-laki,Menikah,3,Sarjana,1,1,0,1,1,1,5,562,581883586
G11669,Solo,Internet Banking,2 - 3 Tahun,40,Laki-laki,Cerai,0,Sarjana,1,1,1,1,0,1,5,418,93237059
G03066,Solo,Internet Banking,2 - 3 Tahun,31,Perempuan,Menikah,0,Sarjana,1,1,1,1,0,1,5,462,682131593
G18000,Solo,Internet Banking,2 - 3 Tahun,37,Perempuan,Menikah,0,Sarjana,1,1,1,1,0,1,5,470,310043327
G20996,Jogja,Internet Banking,2 - 3 Tahun,52,Laki-laki,Menikah,0,Sarjana,1,1,1,1,0,1,5,838,269047590
G10618,Solo,Cabang,2 - 3 Tahun,58,Laki-laki,Cerai,3,Sarjana,1,1,1,1,0,1,5,518,105512904
G17604,Solo,Internet Banking,2 - 3 Tahun,36,Perempuan,Menikah,1,Sarjana,1,1,1,0,1,1,5,505,769405965
G15701,Jogja,Aplikasi Digital,2 - 3 Tahun,43,Perempuan,Belum Menikah,0,Sarjana,1,1,1,0,1,1,5,428,618083756
G06340,Solo,Aplikasi Digital,2 - 3 Tahun,27,Perempuan,Menikah,4,Sarjana,1,1,0,1,1,1,5,189,354110854
G06973,Solo,Telemarketing,2 - 3 Tahun,31,Laki-laki,Menikah,2,Sarjana,1,1,1,1,0,1,5,161,313511561
G15334,Bandung,Telemarketing,2 - 3 Tahun,46,Perempuan,Menikah,3,Sarjana,1,1,1,1,0,1,5,574,260697825
G15417,Solo,Telemarketing,2 - 3 Tahun,36,Laki-laki,Menikah,1,Sarjana,1,1,0,1,1,1,5,566,560617018
G16918,Bandung,Telemarketing,2 - 3 Tahun,40,Laki-laki,Menikah,2,Sarjana,1,1,1,1,0,1,5,544,651361722
G06857,Surabaya,Cabang,2 - 3 Tahun,47,Laki-laki,Belum Menikah,0,Sarjana,1,0,1,1,1,1,5,362,316192563
G18017,Jogja,Telemarketing,2 - 3 Tahun,42,Laki-laki,Menikah,3,Sarjana,1,1,0,1,1,1,5,355,256136061
G19937,Bandung,Internet Banking,2 - 3 Tahun,20,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,146,452764344
G00297,Jogja,Cabang,2 - 3 Tahun,31,Laki-laki,Menikah,2,Sarjana,1,1,1,1,0,1,5,414,236781485
G17429,Bandung,Cabang,2 - 3 Tahun,49,Laki-laki,Menikah,1,Sarjana,1,0,1,1,1,1,5,495,431467147
G08147,Solo,Telemarketing,2 - 3 Tahun,29,Laki-laki,Menikah,0,Sarjana,1,1,0,1,1,1,5,158,390084993
G09876,Solo,Telemarketing,2 - 3 Tahun,32,Perempuan,Menikah,3,Sarjana,1,1,1,1,0,1,5,494,393054151
G02508,Jogja,Telemarketing,2 - 3 Tahun,32,Perempuan,Menikah,0,Sarjana,1,1,1,1,0,1,5,137,832583532
G09932,Jogja,Aplikasi Digital,2 - 3 Tahun,31,Laki-laki,Menikah,3,Sarjana,1,1,1,1,1,0,5,149,157010735
G05673,Bandung,Aplikasi Digital,2 - 3 Tahun,26,Laki-laki,Menikah,1,Sarjana,1,1,0,1,1,1,5,161,317303976
G20353,Bandung,Telemarketing,2 - 3 Tahun,55,Laki-laki,Menikah,0,Sarjana,1,1,1,1,0,1,5,856,630901866
